OrderID,Amount,Method,Status,TxnRef
56,5.75,App,Completed,TXN000056
57,4.0,Card,Completed,TXN000057
58,12.0,Card,Completed,TXN000058
59,3.25,Cash,Completed,TXN000059
60,18.25,Cash,Completed,TXN000060
61,8.0,Cash,Completed,TXN000061
62,4.0,App,Completed,TXN000062
63,14.5,App,Completed,TXN000063
64,8.75,Cash,Completed,TXN000064
65,4.75,Card,Completed,TXN000065
66,11.0,Cash,Completed,TXN000066
67,16.5,Card,Completed,TXN000067
68,7.25,Card,Completed,TXN000068
69,11.25,Cash,Completed,TXN000069
70,7.0,Cash,Completed,TXN000070
71,12.5,App,Completed,TXN000071
72,12.75,App,Completed,TXN000072
73,6.0,Cash,Completed,TXN000073
74,11.75,Cash,Completed,TXN000074
75,18.25,Cash,Completed,TXN000075
76,10.75,Cash,Completed,TXN000076
77,2.75,Cash,Completed,TXN000077
78,5.25,App,Completed,TXN000078
79,13.5,App,Completed,TXN000079
80,17.25,Card,Completed,TXN000080
81,16.25,Cash,Completed,TXN000081
82,21.5,Cash,Completed,TXN000082
83,11.5,Cash,Completed,TXN000083
84,12.25,App,Completed,TXN000084
85,19.25,Card,Completed,TXN000085
86,19.5,App,Completed,TXN000086
87,8.5,Card,Completed,TXN000087
88,4.0,Card,Completed,TXN000088
89,17.25,App,Completed,TXN000089
90,4.25,App,Completed,TXN000090
91,13.5,Cash,Completed,TXN000091
92,11.25,Card,Completed,TXN000092
93,6.5,Card,Completed,TXN000093
94,22.75,Cash,Completed,TXN000094
95,16.25,Cash,Completed,TXN000095
96,4.75,App,Completed,TXN000096
97,7.75,Card,Completed,TXN000097
98,17.75,Cash,Completed,TXN000098
99,18.5,Card,Completed,TXN000099
100,16.0,Card,Completed,TXN000100
101,15.75,Cash,Completed,TXN000101
102,9.5,Card,Completed,TXN000102
103,8.75,Cash,Completed,TXN000103
104,20.25,App,Completed,TXN000104
105,6.5,App,Completed,TXN000105
106,7.0,App,Completed,TXN000106
107,13.5,Cash,Completed,TXN000107
108,4.5,Cash,Completed,TXN000108
109,13.0,Card,Completed,TXN000109
110,8.5,Card,Completed,TXN000110
111,3.25,App,Completed,TXN000111
112,17.25,App,Completed,TXN000112
113,13.25,Card,Completed,TXN000113
114,7.75,Cash,Completed,TXN000114
115,11.5,Card,Completed,TXN000115
116,7.0,App,Completed,TXN000116
117,15.5,App,Completed,TXN000117
118,4.5,Cash,Completed,TXN000118
119,10.25,App,Completed,TXN000119
120,11.75,App,Completed,TXN000120
121,11.75,App,Completed,TXN000121
122,14.75,App,Completed,TXN000122
123,7.0,Card,Completed,TXN000123
124,20.5,Card,Completed,TXN000124
125,4.0,Card,Completed,TXN000125
126,13.5,Card,Completed,TXN000126
127,13.0,Card,Completed,TXN000127
128,4.0,Cash,Completed,TXN000128
129,7.75,Card,Completed,TXN000129
130,3.0,App,Completed,TXN000130
131,20.75,Card,Completed,TXN000131
132,19.5,Card,Completed,TXN000132
133,19.25,App,Completed,TXN000133
134,8.5,Card,Completed,TXN000134
135,3.0,Card,Completed,TXN000135
136,18.5,Cash,Completed,TXN000136
137,8.0,App,Completed,TXN000137
138,4.75,Cash,Completed,TXN000138
139,12.25,App,Completed,TXN000139
140,11.25,Card,Completed,TXN000140
141,8.75,Card,Completed,TXN000141
142,19.25,App,Completed,TXN000142
143,3.25,Card,Completed,TXN000143
144,10.25,App,Completed,TXN000144
145,17.75,App,Completed,TXN000145
146,4.75,Cash,Completed,TXN000146
147,4.75,Card,Completed,TXN000147
148,8.0,App,Completed,TXN000148
149,15.75,App,Completed,TXN000149
150,8.75,Card,Completed,TXN000150
151,7.0,Cash,Completed,TXN000151
152,17.25,Cash,Completed,TXN000152
153,7.0,App,Completed,TXN000153
154,10.5,App,Completed,TXN000154
155,6.5,App,Completed,TXN000155
156,5.25,Card,Completed,TXN000156
157,4.75,Cash,Completed,TXN000157
158,5.25,Card,Completed,TXN000158
159,14.0,Card,Completed,TXN000159
160,16.0,App,Completed,TXN000160
161,10.5,Card,Completed,TXN000161
162,4.0,Cash,Completed,TXN000162
163,10.0,Cash,Completed,TXN000163
164,17.25,Cash,Completed,TXN000164
165,13.0,Card,Completed,TXN000165
166,14.25,Card,Completed,TXN000166
167,8.0,App,Completed,TXN000167
168,10.5,Card,Completed,TXN000168
169,21.75,Card,Completed,TXN000169
170,10.0,Card,Completed,TXN000170
171,7.0,Cash,Completed,TXN000171
172,11.5,Card,Completed,TXN000172
173,2.75,Cash,Completed,TXN000173
174,20.5,Card,Completed,TXN000174
175,16.5,App,Completed,TXN000175
176,4.25,App,Completed,TXN000176
177,16.75,Card,Completed,TXN000177
178,13.5,Card,Completed,TXN000178
179,11.5,App,Completed,TXN000179
180,9.75,Cash,Completed,TXN000180
181,6.5,App,Completed,TXN000181
182,9.75,Card,Completed,TXN000182
183,20.25,Cash,Completed,TXN000183
184,8.0,Card,Completed,TXN000184
185,8.5,Card,Completed,TXN000185
186,3.0,Cash,Completed,TXN000186
187,5.75,App,Completed,TXN000187
188,18.0,Card,Completed,TXN000188
189,21.5,Card,Completed,TXN000189
190,9.5,Cash,Completed,TXN000190
191,8.75,Cash,Completed,TXN000191
192,2.75,App,Completed,TXN000192
193,3.25,Cash,Completed,TXN000193
194,14.75,Cash,Completed,TXN000194
195,6.5,App,Completed,TXN000195
196,6.25,Card,Completed,TXN000196
197,8.75,Cash,Completed,TXN000197
198,20.0,Card,Completed,TXN000198
199,16.25,Cash,Completed,TXN000199
200,4.75,App,Completed,TXN000200
201,22.5,Cash,Completed,TXN000201
202,9.5,Cash,Completed,TXN000202
203,9.5,Cash,Completed,TXN000203
204,16.25,Cash,Completed,TXN000204
205,12.0,App,Completed,TXN000205
206,9.75,Card,Completed,TXN000206
207,8.5,Cash,Completed,TXN000207
208,4.25,Cash,Completed,TXN000208
209,6.5,Card,Completed,TXN000209
210,15.5,Cash,Completed,TXN000210
211,12.75,App,Completed,TXN000211
212,10.0,Cash,Completed,TXN000212
213,13.25,Card,Completed,TXN000213
214,5.25,Card,Completed,TXN000214
215,16.5,App,Completed,TXN000215
216,3.0,App,Completed,TXN000216
217,15.5,App,Completed,TXN000217
218,13.25,App,Completed,TXN000218
219,16.5,Card,Completed,TXN000219
220,8.0,Cash,Completed,TXN000220
221,15.25,App,Completed,TXN000221
222,15.25,App,Completed,TXN000222
223,12.5,App,Completed,TXN000223
224,11.5,Cash,Completed,TXN000224
225,4.75,Card,Completed,TXN000225
226,17.25,App,Completed,TXN000226
227,15.75,Cash,Completed,TXN000227
228,12.5,App,Completed,TXN000228
229,16.75,Card,Completed,TXN000229
230,16.25,Cash,Completed,TXN000230
231,15.25,Cash,Completed,TXN000231
232,7.75,Cash,Completed,TXN000232
233,3.0,Cash,Completed,TXN000233
234,16.25,App,Completed,TXN000234
235,9.5,Card,Completed,TXN000235
236,2.75,App,Completed,TXN000236
237,4.5,Cash,Completed,TXN000237
238,18.75,Card,Completed,TXN000238
239,14.75,App,Completed,TXN000239
240,20.75,App,Completed,TXN000240
241,18.25,Card,Completed,TXN000241
242,11.25,App,Completed,TXN000242
243,7.0,Cash,Completed,TXN000243
244,17.5,App,Completed,TXN000244
245,10.5,Card,Completed,TXN000245
246,2.75,Cash,Completed,TXN000246
247,17.0,Card,Completed,TXN000247
248,4.25,App,Completed,TXN000248
249,3.25,Card,Completed,TXN000249
250,8.0,App,Completed,TXN000250
251,13.0,App,Completed,TXN000251
252,14.75,Card,Completed,TXN000252
253,17.75,App,Completed,TXN000253
254,4.25,App,Completed,TXN000254
255,12.0,Card,Completed,TXN000255
256,22.75,Card,Completed,TXN000256
257,16.75,Card,Completed,TXN000257
258,4.5,Cash,Completed,TXN000258
259,11.0,Card,Completed,TXN000259
260,15.5,App,Completed,TXN000260
261,18.0,Card,Completed,TXN000261
262,7.75,App,Completed,TXN000262
263,3.25,Card,Completed,TXN000263
264,22.5,App,Completed,TXN000264
265,22.5,App,Completed,TXN000265
266,13.5,Card,Completed,TXN000266
267,17.5,Card,Completed,TXN000267
268,10.5,App,Completed,TXN000268
269,14.0,Cash,Completed,TXN000269
270,17.25,App,Completed,TXN000270
271,6.0,Card,Completed,TXN000271
272,11.25,Card,Completed,TXN000272
273,10.25,Cash,Completed,TXN000273
274,3.25,App,Completed,TXN000274
275,16.5,Card,Completed,TXN000275
276,9.25,App,Completed,TXN000276
277,17.25,App,Completed,TXN000277
278,4.25,Cash,Completed,TXN000278
279,19.0,Card,Completed,TXN000279
280,11.5,App,Completed,TXN000280
281,2.75,App,Completed,TXN000281
282,12.0,App,Completed,TXN000282
283,2.75,App,Completed,TXN000283
284,2.75,App,Completed,TXN000284
285,12.75,Cash,Completed,TXN000285
286,4.0,Cash,Completed,TXN000286
287,4.25,Cash,Completed,TXN000287
288,8.5,Card,Completed,TXN000288
289,4.25,App,Completed,TXN000289
290,4.5,App,Completed,TXN000290
291,12.25,Cash,Completed,TXN000291
292,2.75,App,Completed,TXN000292
293,13.0,Cash,Completed,TXN000293
294,10.25,Card,Completed,TXN000294
295,17.0,Card,Completed,TXN000295
296,22.5,Card,Completed,TXN000296
297,8.5,Card,Completed,TXN000297
298,4.25,Cash,Completed,TXN000298
299,13.0,Cash,Completed,TXN000299
300,8.5,Cash,Completed,TXN000300
301,18.0,Card,Completed,TXN000301
302,15.25,Cash,Completed,TXN000302
303,9.75,App,Completed,TXN000303
304,4.25,Cash,Completed,TXN000304
305,12.25,Card,Completed,TXN000305
306,3.0,App,Completed,TXN000306
307,10.0,Card,Completed,TXN000307
308,6.0,App,Completed,TXN000308
309,13.5,App,Completed,TXN000309
310,5.25,Cash,Completed,TXN000310
311,9.0,Card,Completed,TXN000311
312,14.75,App,Completed,TXN000312
313,8.25,Cash,Completed,TXN000313
314,3.0,Cash,Completed,TXN000314
315,16.5,App,Completed,TXN000315
316,16.25,App,Completed,TXN000316
317,15.75,Card,Completed,TXN000317
318,9.75,Card,Completed,TXN000318
319,8.5,Cash,Completed,TXN000319
320,6.0,App,Completed,TXN000320
321,15.5,Card,Completed,TXN000321
322,4.75,Card,Completed,TXN000322
323,10.25,Card,Completed,TXN000323
324,16.25,App,Completed,TXN000324
325,18.0,Card,Completed,TXN000325
326,9.25,App,Completed,TXN000326
327,15.0,Card,Completed,TXN000327
328,9.25,App,Completed,TXN000328
329,6.5,App,Completed,TXN000329
330,16.0,App,Completed,TXN000330
331,3.25,Cash,Completed,TXN000331
332,4.0,Cash,Completed,TXN000332
333,6.0,Cash,Completed,TXN000333
334,14.0,Card,Completed,TXN000334
335,16.25,Cash,Completed,TXN000335
336,9.75,App,Completed,TXN000336
337,12.0,Cash,Completed,TXN000337
338,5.25,App,Completed,TXN000338
339,6.25,Cash,Completed,TXN000339
340,4.5,Cash,Completed,TXN000340
341,3.25,Cash,Completed,TXN000341
342,4.25,App,Completed,TXN000342
343,7.75,App,Completed,TXN000343
344,5.75,App,Completed,TXN000344
345,4.0,Card,Completed,TXN000345
346,20.0,App,Completed,TXN000346
347,14.0,Cash,Completed,TXN000347
348,10.25,Card,Completed,TXN000348
349,15.5,Card,Completed,TXN000349
350,19.75,App,Completed,TXN000350
351,6.5,Cash,Completed,TXN000351
352,8.0,Card,Completed,TXN000352
353,13.75,App,Completed,TXN000353
354,7.0,App,Completed,TXN000354
355,11.75,Card,Completed,TXN000355
356,15.75,Card,Completed,TXN000356
357,4.5,Cash,Completed,TXN000357
358,7.0,App,Completed,TXN000358
359,19.5,Cash,Completed,TXN000359
360,10.0,Cash,Completed,TXN000360
361,14.0,App,Completed,TXN000361
362,5.25,Cash,Completed,TXN000362
363,13.0,Card,Completed,TXN000363
364,14.5,Card,Completed,TXN000364
365,10.0,Card,Completed,TXN000365
366,8.5,App,Completed,TXN000366
367,8.5,Cash,Completed,TXN000367
368,21.0,Card,Completed,TXN000368
369,17.0,Cash,Completed,TXN000369
370,12.25,App,Completed,TXN000370
371,14.75,Cash,Completed,TXN000371
372,12.5,App,Completed,TXN000372
373,19.5,Cash,Completed,TXN000373
374,4.5,Cash,Completed,TXN000374
375,12.75,Card,Completed,TXN000375
376,18.25,Cash,Completed,TXN000376
377,9.25,Card,Completed,TXN000377
378,7.5,App,Completed,TXN000378
379,3.0,Card,Completed,TXN000379
380,4.0,App,Completed,TXN000380
381,14.5,Card,Completed,TXN000381
382,6.0,Card,Completed,TXN000382
383,20.25,App,Completed,TXN000383
384,16.25,App,Completed,TXN000384
385,11.5,Cash,Completed,TXN000385
386,16.75,Cash,Completed,TXN000386
387,15.5,Card,Completed,TXN000387
388,17.0,App,Completed,TXN000388
389,14.25,App,Completed,TXN000389
390,16.5,Cash,Completed,TXN000390
391,13.75,Card,Completed,TXN000391
392,15.25,Card,Completed,TXN000392
393,11.75,App,Completed,TXN000393
394,9.25,Card,Completed,TXN000394
395,20.0,Card,Completed,TXN000395
396,14.25,Card,Completed,TXN000396
397,15.75,App,Completed,TXN000397
398,11.25,App,Completed,TXN000398
399,3.0,Cash,Completed,TXN000399
400,14.0,Cash,Completed,TXN000400
401,3.0,App,Completed,TXN000401
402,11.75,Card,Completed,TXN000402
403,3.25,Cash,Completed,TXN000403
404,6.5,Card,Completed,TXN000404
405,9.75,Cash,Completed,TXN000405
406,11.5,Cash,Completed,TXN000406
407,16.5,Cash,Completed,TXN000407
408,7.0,Card,Completed,TXN000408
409,8.75,App,Completed,TXN000409
410,4.5,App,Completed,TXN000410
411,5.25,Card,Completed,TXN000411
412,4.75,Card,Completed,TXN000412
413,2.75,Cash,Completed,TXN000413
414,5.25,App,Completed,TXN000414
415,13.0,Cash,Completed,TXN000415
416,4.0,App,Completed,TXN000416
417,12.25,Card,Completed,TXN000417
418,18.5,App,Completed,TXN000418
419,11.25,Cash,Completed,TXN000419
420,15.25,Cash,Completed,TXN000420
421,11.75,App,Completed,TXN000421
422,16.25,App,Completed,TXN000422
423,7.0,Card,Completed,TXN000423
424,8.0,Card,Completed,TXN000424
425,3.0,Cash,Completed,TXN000425
426,12.75,Card,Completed,TXN000426
427,17.25,Cash,Completed,TXN000427
428,11.0,App,Completed,TXN000428
429,17.75,Cash,Completed,TXN000429
430,12.75,Cash,Completed,TXN000430
431,7.25,Card,Completed,TXN000431
432,5.25,Cash,Completed,TXN000432
433,7.25,Cash,Completed,TXN000433
434,18.75,App,Completed,TXN000434
435,22.0,Card,Completed,TXN000435
436,8.5,Card,Completed,TXN000436
437,3.25,Cash,Completed,TXN000437
438,10.5,Cash,Completed,TXN000438
439,16.25,Cash,Completed,TXN000439
440,5.25,Card,Completed,TXN000440
441,16.0,Cash,Completed,TXN000441
442,14.0,App,Completed,TXN000442
443,3.25,Cash,Completed,TXN000443
444,11.25,App,Completed,TXN000444
445,6.5,App,Completed,TXN000445
446,11.5,App,Completed,TXN000446
447,18.25,Cash,Completed,TXN000447
448,3.0,Card,Completed,TXN000448
449,13.25,Cash,Completed,TXN000449
450,11.0,App,Completed,TXN000450
451,7.0,Cash,Completed,TXN000451
452,19.0,Card,Completed,TXN000452
453,18.0,Card,Completed,TXN000453
454,8.25,App,Completed,TXN000454
455,18.5,Card,Completed,TXN000455
456,10.5,Card,Completed,TXN000456
457,9.75,App,Completed,TXN000457
458,10.0,Card,Completed,TXN000458
459,6.5,Card,Completed,TXN000459
460,9.75,App,Completed,TXN000460
461,6.25,Card,Completed,TXN000461
462,8.75,Card,Completed,TXN000462
463,14.75,Cash,Completed,TXN000463
464,21.25,Cash,Completed,TXN000464
465,6.5,App,Completed,TXN000465
466,7.0,Card,Completed,TXN000466
467,10.5,App,Completed,TXN000467
468,7.25,Cash,Completed,TXN000468
469,22.5,App,Completed,TXN000469
470,16.5,Card,Completed,TXN000470
471,15.5,App,Completed,TXN000471
472,14.75,App,Completed,TXN000472
473,7.5,Cash,Completed,TXN000473
474,3.25,Card,Completed,TXN000474
475,4.25,App,Completed,TXN000475
476,6.5,App,Completed,TXN000476
477,10.0,App,Completed,TXN000477
478,17.0,Cash,Completed,TXN000478
479,4.25,Cash,Completed,TXN000479
480,4.25,App,Completed,TXN000480
481,3.0,Cash,Completed,TXN000481
482,14.25,Card,Completed,TXN000482
483,4.5,Cash,Completed,TXN000483
484,3.25,Cash,Completed,TXN000484
485,8.5,Cash,Completed,TXN000485
486,7.75,Cash,Completed,TXN000486
487,16.75,App,Completed,TXN000487
488,9.5,App,Completed,TXN000488
489,18.25,App,Completed,TXN000489
490,8.0,Cash,Completed,TXN000490
491,8.25,Cash,Completed,TXN000491
492,18.0,Cash,Completed,TXN000492
493,12.75,Card,Completed,TXN000493
494,20.25,Cash,Completed,TXN000494
495,17.25,Cash,Completed,TXN000495
496,5.25,App,Completed,TXN000496
497,4.25,Cash,Completed,TXN000497
498,9.5,Cash,Completed,TXN000498
499,9.75,App,Completed,TXN000499
500,15.75,Cash,Completed,TXN000500
501,12.75,Card,Completed,TXN000501
502,8.0,Card,Completed,TXN000502
503,15.75,App,Completed,TXN000503
504,18.5,Card,Completed,TXN000504
505,14.0,App,Completed,TXN000505
506,14.5,Cash,Completed,TXN000506
507,4.0,Cash,Completed,TXN000507
508,4.75,Cash,Completed,TXN000508
509,13.0,Cash,Completed,TXN000509
510,6.5,Card,Completed,TXN000510
511,17.0,Card,Completed,TXN000511
512,12.0,App,Completed,TXN000512
513,6.5,Cash,Completed,TXN000513
514,19.5,Cash,Completed,TXN000514
515,16.0,App,Completed,TXN000515
516,11.5,Cash,Completed,TXN000516
517,16.75,App,Completed,TXN000517
518,17.25,Card,Completed,TXN000518
519,8.75,App,Completed,TXN000519
520,18.0,App,Completed,TXN000520
521,4.75,Cash,Completed,TXN000521
522,5.25,Cash,Completed,TXN000522
523,10.75,App,Completed,TXN000523
524,6.75,Cash,Completed,TXN000524
525,12.25,Cash,Completed,TXN000525
526,12.75,Cash,Completed,TXN000526
527,4.0,App,Completed,TXN000527
528,9.75,App,Completed,TXN000528
529,19.75,Card,Completed,TXN000529
530,7.25,Card,Completed,TXN000530
531,16.25,Card,Completed,TXN000531
532,13.5,App,Completed,TXN000532
533,19.0,Card,Completed,TXN000533
534,17.5,App,Completed,TXN000534
535,4.75,Cash,Completed,TXN000535
536,18.0,Card,Completed,TXN000536
537,10.5,App,Completed,TXN000537
538,10.0,App,Completed,TXN000538
539,7.75,Card,Completed,TXN000539
540,15.25,App,Completed,TXN000540
541,8.75,Cash,Completed,TXN000541
542,9.25,Card,Completed,TXN000542
543,10.0,Card,Completed,TXN000543
544,18.25,Card,Completed,TXN000544
545,11.5,Card,Completed,TXN000545
546,22.75,Cash,Completed,TXN000546
547,18.5,App,Completed,TXN000547
548,14.5,Cash,Completed,TXN000548
549,12.5,App,Completed,TXN000549
550,22.25,App,Completed,TXN000550
551,13.0,App,Completed,TXN000551
552,6.5,Cash,Completed,TXN000552
553,11.25,App,Completed,TXN000553
554,4.5,Card,Completed,TXN000554
555,8.75,Card,Completed,TXN000555
556,14.0,Cash,Completed,TXN000556
557,13.0,Cash,Completed,TXN000557
558,8.0,Card,Completed,TXN000558
559,10.25,Cash,Completed,TXN000559
560,16.0,App,Completed,TXN000560
561,16.75,App,Completed,TXN000561
562,6.0,Cash,Completed,TXN000562
563,18.0,App,Completed,TXN000563
564,10.25,Card,Completed,TXN000564
565,20.5,Cash,Completed,TXN000565
566,2.75,App,Completed,TXN000566
567,4.75,Card,Completed,TXN000567
568,20.0,Cash,Completed,TXN000568
569,10.75,Cash,Completed,TXN000569
570,10.0,App,Completed,TXN000570
571,17.25,App,Completed,TXN000571
572,15.75,App,Completed,TXN000572
573,6.5,Card,Completed,TXN000573
574,6.0,Card,Completed,TXN000574
575,13.0,Card,Completed,TXN000575
576,11.75,Card,Completed,TXN000576
577,7.75,Card,Completed,TXN000577
578,9.5,App,Completed,TXN000578
579,4.75,Card,Completed,TXN000579
580,9.5,App,Completed,TXN000580
581,9.0,Cash,Completed,TXN000581
582,4.0,Card,Completed,TXN000582
583,11.5,Card,Completed,TXN000583
584,17.5,App,Completed,TXN000584
585,14.5,App,Completed,TXN000585
586,18.0,Cash,Completed,TXN000586
587,7.25,App,Completed,TXN000587
588,11.25,Card,Completed,TXN000588
589,12.5,Cash,Completed,TXN000589
590,8.5,Card,Completed,TXN000590
591,3.25,App,Completed,TXN000591
592,11.75,Cash,Completed,TXN000592
593,7.75,Card,Completed,TXN000593
594,8.75,Card,Completed,TXN000594
595,3.25,App,Completed,TXN000595
596,15.5,Card,Completed,TXN000596
597,19.5,Card,Completed,TXN000597
598,23.25,App,Completed,TXN000598
599,7.0,App,Completed,TXN000599
600,11.25,Cash,Completed,TXN000600
601,7.5,Cash,Completed,TXN000601
602,3.25,App,Completed,TXN000602
603,12.0,Cash,Completed,TXN000603
604,12.75,Card,Completed,TXN000604
605,14.0,Cash,Completed,TXN000605
606,8.0,App,Completed,TXN000606
607,8.0,App,Completed,TXN000607
608,10.25,App,Completed,TXN000608
609,14.0,Card,Completed,TXN000609
610,17.25,Card,Completed,TXN000610
611,14.5,App,Completed,TXN000611
612,4.0,Cash,Completed,TXN000612
613,10.75,Card,Completed,TXN000613
614,17.0,App,Completed,TXN000614
615,4.25,Cash,Completed,TXN000615
616,8.5,Card,Completed,TXN000616
617,16.5,Cash,Completed,TXN000617
618,11.0,Cash,Completed,TXN000618
619,9.25,Cash,Completed,TXN000619
620,15.25,App,Completed,TXN000620
621,4.25,Card,Completed,TXN000621
622,19.25,Cash,Completed,TXN000622
623,9.25,Card,Completed,TXN000623
624,7.0,App,Completed,TXN000624
625,10.75,App,Completed,TXN000625
626,18.0,Cash,Completed,TXN000626
627,17.0,Cash,Completed,TXN000627
628,3.0,App,Completed,TXN000628
629,13.5,Cash,Completed,TXN000629
630,15.75,Cash,Completed,TXN000630
631,6.0,App,Completed,TXN000631
632,4.0,App,Completed,TXN000632
633,16.75,Card,Completed,TXN000633
634,19.0,Cash,Completed,TXN000634
635,9.25,Card,Completed,TXN000635
636,8.75,Card,Completed,TXN000636
637,9.25,Card,Completed,TXN000637
638,14.25,App,Completed,TXN000638
639,11.0,Card,Completed,TXN000639
640,9.75,Cash,Completed,TXN000640
641,19.75,App,Completed,TXN000641
642,15.5,Cash,Completed,TXN000642
643,4.5,Card,Completed,TXN000643
644,8.25,App,Completed,TXN000644
645,4.5,Card,Completed,TXN000645
646,7.5,Cash,Completed,TXN000646
647,16.0,App,Completed,TXN000647
648,4.75,Card,Completed,TXN000648
649,11.75,Card,Completed,TXN000649
650,16.0,Cash,Completed,TXN000650
651,9.25,App,Completed,TXN000651
652,13.5,Card,Completed,TXN000652
653,6.0,App,Completed,TXN000653
654,18.25,App,Completed,TXN000654
655,2.75,App,Completed,TXN000655
656,20.5,Cash,Completed,TXN000656
657,11.0,Cash,Completed,TXN000657
658,3.25,App,Completed,TXN000658
659,4.25,App,Completed,TXN000659
660,7.25,App,Completed,TXN000660
661,5.25,Card,Completed,TXN000661
662,12.5,Cash,Completed,TXN000662
663,11.0,App,Completed,TXN000663
664,4.5,App,Completed,TXN000664
665,15.75,Card,Completed,TXN000665
666,22.25,App,Completed,TXN000666
667,3.25,App,Completed,TXN000667
668,16.25,Cash,Completed,TXN000668
669,9.75,Card,Completed,TXN000669
670,24.75,Card,Completed,TXN000670
671,14.25,Cash,Completed,TXN000671
672,2.75,Cash,Completed,TXN000672
673,9.0,Cash,Completed,TXN000673
674,4.0,Cash,Completed,TXN000674
675,12.75,Card,Completed,TXN000675
676,2.75,App,Completed,TXN000676
677,6.5,Cash,Completed,TXN000677
678,16.25,App,Completed,TXN000678
679,23.25,Cash,Completed,TXN000679
680,9.25,App,Completed,TXN000680
681,16.5,Card,Completed,TXN000681
682,6.5,App,Completed,TXN000682
683,10.0,App,Completed,TXN000683
684,19.0,Cash,Completed,TXN000684
685,16.0,App,Completed,TXN000685
686,15.75,App,Completed,TXN000686
687,13.25,Cash,Completed,TXN000687
688,5.25,Card,Completed,TXN000688
689,16.5,Cash,Completed,TXN000689
690,9.5,Cash,Completed,TXN000690
691,10.5,Card,Completed,TXN000691
692,9.25,Cash,Completed,TXN000692
693,19.0,App,Completed,TXN000693
694,8.5,App,Completed,TXN000694
695,13.75,Card,Completed,TXN000695
696,2.75,Cash,Completed,TXN000696
697,13.25,Cash,Completed,TXN000697
698,5.25,App,Completed,TXN000698
699,16.75,Cash,Completed,TXN000699
700,13.75,Card,Completed,TXN000700
701,17.5,Cash,Completed,TXN000701
702,4.25,Cash,Completed,TXN000702
703,15.0,App,Completed,TXN000703
704,4.25,Cash,Completed,TXN000704
705,3.25,App,Completed,TXN000705
706,4.5,Cash,Completed,TXN000706
707,20.0,App,Completed,TXN000707
708,13.0,App,Completed,TXN000708
709,6.0,Cash,Completed,TXN000709
710,16.5,Card,Completed,TXN000710
711,7.25,Cash,Completed,TXN000711
712,22.75,Card,Completed,TXN000712
713,16.0,Cash,Completed,TXN000713
714,14.75,Cash,Completed,TXN000714
715,7.5,Card,Completed,TXN000715
716,15.5,Card,Completed,TXN000716
717,4.5,Cash,Completed,TXN000717
718,9.25,Card,Completed,TXN000718
719,4.0,App,Completed,TXN000719
720,17.0,Cash,Completed,TXN000720
721,18.0,Cash,Completed,TXN000721
722,8.5,App,Completed,TXN000722
723,10.0,Card,Completed,TXN000723
724,10.25,App,Completed,TXN000724
725,5.25,Card,Completed,TXN000725
726,6.5,Card,Completed,TXN000726
727,20.5,App,Completed,TXN000727
728,4.25,Cash,Completed,TXN000728
729,15.5,Card,Completed,TXN000729
730,7.75,Card,Completed,TXN000730
731,11.5,App,Completed,TXN000731
732,11.75,App,Completed,TXN000732
733,14.5,App,Completed,TXN000733
734,14.25,App,Completed,TXN000734
735,4.5,Cash,Completed,TXN000735
