ExposureID,CustomerID,CampaignID,Channel,ExposureAt
292,767,102,EMAIL,2024-04-03 11:35:37
293,770,101,App,2024-02-17 12:01:09
294,770,101,App,2024-02-17 12:01:09
295,772,101,APP,2024-03-11 13:32:02
296,772,101,app,2024-03-18 13:32:02
297,776,102,email,2024-01-11 11:24:27
298,776,102,Email,2024-01-13 11:24:27
299,778,101,APP,2024-03-26 11:14:33
300,778,101,APP,2024-03-27 11:14:33
301,779,101,APP,2024-01-26 18:10:30
302,785,102,email,2024-01-21 02:13:01
303,785,102,EMAIL,2024-01-24 02:13:01
304,787,102,EMAIL,2024-03-10 22:38:16
305,787,102,email,2024-03-13 22:38:16
306,789,101,APP,2024-02-13 01:43:43
307,792,102,email,2024-03-26 18:42:18
308,792,102,Email,2024-03-26 18:42:18
309,793,102,Email,2024-01-26 20:54:35
310,795,102,Email,2024-02-15 17:17:53
311,796,101,App,2024-02-15 18:44:09
312,798,101,App,2024-01-13 09:37:28
313,798,101,app,2024-01-20 09:37:28
314,804,101,app,2024-01-13 20:30:46
315,804,101,app,2024-01-20 20:30:46
316,807,101,APP,2024-03-29 20:18:57
317,808,101,App,2024-02-26 14:55:14
318,808,101,APP,2024-03-01 14:55:14
319,810,102,EMAIL,2024-01-21 06:38:55
320,811,101,APP,2024-02-11 21:45:26
321,812,102,Email,2024-02-14 16:47:26
322,821,102,EMAIL,2024-03-25 06:25:57
323,824,101,App,2024-03-27 18:24:55
324,824,101,App,2024-03-30 18:24:55
325,826,102,Email,2024-03-01 05:35:14
326,826,102,EMAIL,2024-03-04 05:35:14
327,829,102,Email,2024-03-05 05:03:50
328,829,102,Email,2024-03-08 05:03:50
329,830,102,email,2024-02-16 20:21:21
330,830,102,EMAIL,2024-02-19 20:21:21
331,831,101,app,2024-02-02 20:20:27
332,831,101,app,2024-02-09 20:20:27
333,832,102,EMAIL,2024-03-16 08:46:28
334,836,102,email,2024-02-17 17:13:25
335,839,101,App,2024-02-24 03:42:52
336,839,101,app,2024-02-24 03:42:52
337,854,101,app,2024-03-30 14:34:54
338,854,101,App,2024-03-31 14:34:54
339,857,102,email,2024-03-20 04:50:26
340,857,102,Email,2024-03-27 04:50:26
341,858,102,EMAIL,2024-01-27 12:52:50
342,858,102,email,2024-02-01 12:52:50
343,860,102,EMAIL,2024-01-30 13:46:37
344,860,102,email,2024-01-30 13:46:37
345,876,102,Email,2024-03-30 07:59:38
346,876,102,email,2024-04-06 07:59:38
347,879,101,APP,2024-01-26 16:08:39
348,879,101,App,2024-01-26 16:08:39
349,885,101,App,2024-02-26 07:03:18
350,885,101,APP,2024-02-29 07:03:18
351,891,102,EMAIL,2024-01-10 16:43:03
352,891,102,email,2024-01-16 16:43:03
353,894,101,app,2024-03-10 20:08:02
354,896,101,App,2024-02-29 21:24:16
355,899,102,EMAIL,2024-02-16 05:36:38
356,906,102,EMAIL,2024-02-13 06:31:43
357,910,102,email,2024-03-16 11:18:46
358,918,101,app,2024-02-25 01:00:15
359,920,101,App,2024-03-19 19:52:55
360,920,101,APP,2024-03-25 19:52:55
361,921,101,APP,2024-01-18 07:38:22
362,923,102,EMAIL,2024-02-10 08:09:24
363,936,102,EMAIL,2024-03-11 00:37:47
364,940,102,email,2024-03-01 18:16:36
365,940,102,email,2024-03-06 18:16:36
366,941,101,app,2024-01-11 02:32:25
367,941,101,App,2024-01-16 02:32:25
368,945,102,EMAIL,2024-01-30 15:16:36
369,948,102,email,2024-02-19 11:02:01
370,948,102,EMAIL,2024-02-25 11:02:01
371,951,101,app,2024-02-25 08:37:37
372,951,101,App,2024-03-02 08:37:37
373,956,102,email,2024-02-06 13:34:30
374,967,102,Email,2024-02-07 07:53:19
375,968,101,APP,2024-03-27 22:54:32
376,968,101,app,2024-03-29 22:54:32
377,971,102,email,2024-02-28 14:24:04
378,971,102,email,2024-03-02 14:24:04
379,976,101,APP,2024-03-09 15:58:54
380,980,102,Email,2024-02-24 01:37:46
381,980,102,Email,2024-02-25 01:37:46
382,982,101,app,2024-01-05 08:32:18
383,982,101,APP,2024-01-12 08:32:18
384,984,102,Email,2024-02-11 06:08:56
385,985,102,Email,2024-02-25 17:51:27
386,987,102,Email,2024-02-05 07:03:32
387,994,101,App,2024-01-24 14:03:47
388,995,102,Email,2024-02-29 06:46:46
389,1000,102,email,2024-02-18 02:13:53
390,1000,102,email,2024-02-18 02:13:53
