LocationID,MenuItemID,SnapshotDate,OnHandQty
1,4,2024-01-22,72
1,4,2024-01-23,48
1,4,2024-01-24,31
1,4,2024-01-25,48
1,4,2024-01-26,68
1,4,2024-01-27,44
1,4,2024-01-28,44
1,4,2024-01-29,56
1,4,2024-01-30,55
1,4,2024-01-31,69
1,4,2024-02-01,59
1,4,2024-02-02,31
1,4,2024-02-03,36
1,4,2024-02-04,40
1,4,2024-02-05,22
1,4,2024-02-06,60
1,4,2024-02-07,42
1,4,2024-02-08,71
1,4,2024-02-09,65
1,4,2024-02-10,63
1,4,2024-02-11,22
1,4,2024-02-12,28
1,4,2024-02-13,37
1,4,2024-02-14,26
1,4,2024-02-15,73
1,4,2024-02-16,50
1,4,2024-02-17,41
1,4,2024-02-18,77
1,4,2024-02-19,37
1,4,2024-02-20,45
1,4,2024-02-21,24
1,4,2024-02-22,35
1,4,2024-02-23,16
1,4,2024-02-24,70
1,4,2024-02-25,52
1,4,2024-02-26,48
1,4,2024-02-27,68
1,4,2024-02-28,30
1,4,2024-02-29,78
1,4,2024-03-01,73
1,4,2024-03-02,17
1,4,2024-03-03,50
1,4,2024-03-04,74
1,4,2024-03-05,54
1,4,2024-03-06,77
1,4,2024-03-07,50
1,4,2024-03-08,24
1,4,2024-03-09,74
1,4,2024-03-10,65
1,4,2024-03-11,68
1,4,2024-03-12,16
1,4,2024-03-13,57
1,4,2024-03-14,44
1,4,2024-03-15,65
1,4,2024-03-16,68
1,4,2024-03-17,31
1,4,2024-03-18,53
1,4,2024-03-19,70
1,4,2024-03-20,61
1,4,2024-03-21,65
1,4,2024-03-22,26
1,4,2024-03-23,72
1,4,2024-03-24,44
1,4,2024-03-25,64
1,4,2024-03-26,37
1,4,2024-03-27,45
1,4,2024-03-28,41
1,4,2024-03-29,74
1,4,2024-03-30,60
1,4,2024-03-31,64
1,4,2024-04-01,68
1,5,2024-01-01,27
1,5,2024-01-02,27
1,5,2024-01-03,76
1,5,2024-01-04,68
1,5,2024-01-05,52
1,5,2024-01-06,38
1,5,2024-01-07,28
1,5,2024-01-08,40
1,5,2024-01-09,28
1,5,2024-01-10,64
1,5,2024-01-11,66
1,5,2024-01-12,50
1,5,2024-01-13,61
1,5,2024-01-14,52
1,5,2024-01-15,77
1,5,2024-01-16,44
1,5,2024-01-17,32
1,5,2024-01-18,20
1,5,2024-01-19,69
1,5,2024-01-20,56
1,5,2024-01-21,22
1,5,2024-01-22,20
1,5,2024-01-23,48
1,5,2024-01-24,77
1,5,2024-01-25,25
1,5,2024-01-26,29
1,5,2024-01-27,23
1,5,2024-01-28,23
1,5,2024-01-29,71
1,5,2024-01-30,29
1,5,2024-01-31,65
1,5,2024-02-01,74
1,5,2024-02-02,35
1,5,2024-02-03,29
1,5,2024-02-04,31
1,5,2024-02-05,36
1,5,2024-02-06,63
1,5,2024-02-07,37
1,5,2024-02-08,51
1,5,2024-02-09,32
1,5,2024-02-10,76
1,5,2024-02-11,62
1,5,2024-02-12,21
1,5,2024-02-13,41
1,5,2024-02-14,67
1,5,2024-02-15,62
1,5,2024-02-16,47
1,5,2024-02-17,73
1,5,2024-02-18,72
1,5,2024-02-19,61
1,5,2024-02-20,62
1,5,2024-02-21,44
1,5,2024-02-22,49
1,5,2024-02-23,24
1,5,2024-02-24,68
1,5,2024-02-25,58
1,5,2024-02-26,71
1,5,2024-02-27,75
1,5,2024-02-28,68
1,5,2024-02-29,63
1,5,2024-03-01,74
1,5,2024-03-02,45
1,5,2024-03-03,76
1,5,2024-03-04,25
1,5,2024-03-05,60
1,5,2024-03-06,54
1,5,2024-03-07,54
1,5,2024-03-08,56
1,5,2024-03-09,48
1,5,2024-03-10,22
1,5,2024-03-11,42
1,5,2024-03-12,39
1,5,2024-03-13,58
1,5,2024-03-14,54
1,5,2024-03-15,45
1,5,2024-03-16,39
1,5,2024-03-17,62
1,5,2024-03-18,41
1,5,2024-03-19,40
1,5,2024-03-20,64
1,5,2024-03-21,43
1,5,2024-03-22,43
1,5,2024-03-23,34
1,5,2024-03-24,17
1,5,2024-03-25,53
1,5,2024-03-26,55
1,5,2024-03-27,61
1,5,2024-03-28,58
1,5,2024-03-29,39
1,5,2024-03-30,46
1,5,2024-03-31,62
1,5,2024-04-01,35
1,6,2024-01-01,32
1,6,2024-01-02,38
1,6,2024-01-03,69
1,6,2024-01-04,37
1,6,2024-01-05,20
1,6,2024-01-06,21
1,6,2024-01-07,59
1,6,2024-01-08,62
1,6,2024-01-09,42
1,6,2024-01-10,29
1,6,2024-01-11,30
1,6,2024-01-12,79
1,6,2024-01-13,70
1,6,2024-01-14,72
1,6,2024-01-15,38
1,6,2024-01-16,79
1,6,2024-01-17,26
1,6,2024-01-18,63
1,6,2024-01-19,44
1,6,2024-01-20,61
1,6,2024-01-21,65
1,6,2024-01-22,43
1,6,2024-01-23,32
1,6,2024-01-24,67
1,6,2024-01-25,48
1,6,2024-01-26,59
1,6,2024-01-27,31
1,6,2024-01-28,64
1,6,2024-01-29,30
1,6,2024-01-30,27
1,6,2024-01-31,72
1,6,2024-02-01,23
1,6,2024-02-02,56
1,6,2024-02-03,22
1,6,2024-02-04,66
1,6,2024-02-05,36
1,6,2024-02-06,35
1,6,2024-02-07,55
1,6,2024-02-08,65
1,6,2024-02-09,17
1,6,2024-02-10,49
1,6,2024-02-11,19
1,6,2024-02-12,42
1,6,2024-02-13,64
1,6,2024-02-14,38
1,6,2024-02-15,50
1,6,2024-02-16,61
1,6,2024-02-17,34
1,6,2024-02-18,44
1,6,2024-02-19,23
1,6,2024-02-20,66
1,6,2024-02-21,27
1,6,2024-02-22,40
1,6,2024-02-23,46
1,6,2024-02-24,64
1,6,2024-02-25,59
1,6,2024-02-26,56
1,6,2024-02-27,23
1,6,2024-02-28,18
1,6,2024-02-29,74
1,6,2024-03-01,78
1,6,2024-03-02,40
1,6,2024-03-03,19
1,6,2024-03-04,65
1,6,2024-03-05,58
1,6,2024-03-06,23
1,6,2024-03-07,19
1,6,2024-03-08,22
1,6,2024-03-09,42
1,6,2024-03-10,64
1,6,2024-03-11,72
1,6,2024-03-12,75
1,6,2024-03-13,23
1,6,2024-03-14,43
1,6,2024-03-15,19
1,6,2024-03-16,16
1,6,2024-03-17,50
1,6,2024-03-18,18
1,6,2024-03-19,26
1,6,2024-03-20,41
1,6,2024-03-21,38
1,6,2024-03-22,52
1,6,2024-03-23,48
1,6,2024-03-24,59
1,6,2024-03-25,31
1,6,2024-03-26,53
1,6,2024-03-27,27
1,6,2024-03-28,72
1,6,2024-03-29,42
1,6,2024-03-30,68
1,6,2024-03-31,21
1,6,2024-04-01,58
1,7,2024-01-01,49
1,7,2024-01-02,75
1,7,2024-01-03,54
1,7,2024-01-04,78
1,7,2024-01-05,74
1,7,2024-01-06,33
1,7,2024-01-07,34
1,7,2024-01-08,40
1,7,2024-01-09,37
1,7,2024-01-10,51
1,7,2024-01-11,52
1,7,2024-01-12,64
1,7,2024-01-13,33
1,7,2024-01-14,42
1,7,2024-01-15,50
1,7,2024-01-16,76
1,7,2024-01-17,23
1,7,2024-01-18,58
1,7,2024-01-19,31
1,7,2024-01-20,24
1,7,2024-01-21,38
1,7,2024-01-22,56
1,7,2024-01-23,45
1,7,2024-01-24,49
1,7,2024-01-25,56
1,7,2024-01-26,25
1,7,2024-01-27,70
1,7,2024-01-28,35
1,7,2024-01-29,41
1,7,2024-01-30,35
1,7,2024-01-31,74
1,7,2024-02-01,64
1,7,2024-02-02,51
1,7,2024-02-03,77
1,7,2024-02-04,43
1,7,2024-02-05,58
1,7,2024-02-06,42
1,7,2024-02-07,72
1,7,2024-02-08,38
1,7,2024-02-09,54
1,7,2024-02-10,72
1,7,2024-02-11,32
1,7,2024-02-12,70
1,7,2024-02-13,27
1,7,2024-02-14,21
1,7,2024-02-15,74
1,7,2024-02-16,29
1,7,2024-02-17,24
1,7,2024-02-18,78
1,7,2024-02-19,78
1,7,2024-02-20,50
1,7,2024-02-21,63
1,7,2024-02-22,27
1,7,2024-02-23,71
1,7,2024-02-24,60
1,7,2024-02-25,43
1,7,2024-02-26,41
1,7,2024-02-27,36
1,7,2024-02-28,25
1,7,2024-02-29,65
1,7,2024-03-01,52
1,7,2024-03-02,26
1,7,2024-03-03,35
1,7,2024-03-04,44
1,7,2024-03-05,49
1,7,2024-03-06,34
1,7,2024-03-07,35
1,7,2024-03-08,70
1,7,2024-03-09,75
1,7,2024-03-10,53
1,7,2024-03-11,75
1,7,2024-03-12,23
1,7,2024-03-13,57
1,7,2024-03-14,46
1,7,2024-03-15,56
1,7,2024-03-16,25
1,7,2024-03-17,34
1,7,2024-03-18,13
1,7,2024-03-19,22
1,7,2024-03-20,56
1,7,2024-03-21,15
1,7,2024-03-22,59
1,7,2024-03-23,69
1,7,2024-03-24,59
1,7,2024-03-25,58
1,7,2024-03-26,59
1,7,2024-03-27,20
1,7,2024-03-28,17
1,7,2024-03-29,49
1,7,2024-03-30,35
1,7,2024-03-31,53
1,7,2024-04-01,23
1,8,2024-01-01,25
1,8,2024-01-02,39
1,8,2024-01-03,62
1,8,2024-01-04,67
1,8,2024-01-05,44
1,8,2024-01-06,70
1,8,2024-01-07,21
1,8,2024-01-08,40
1,8,2024-01-09,25
1,8,2024-01-10,57
1,8,2024-01-11,21
1,8,2024-01-12,55
1,8,2024-01-13,69
1,8,2024-01-14,40
1,8,2024-01-15,37
1,8,2024-01-16,33
1,8,2024-01-17,71
1,8,2024-01-18,29
1,8,2024-01-19,51
1,8,2024-01-20,72
1,8,2024-01-21,26
1,8,2024-01-22,44
1,8,2024-01-23,61
1,8,2024-01-24,32
1,8,2024-01-25,65
1,8,2024-01-26,21
1,8,2024-01-27,76
1,8,2024-01-28,60
1,8,2024-01-29,63
1,8,2024-01-30,65
1,8,2024-01-31,28
1,8,2024-02-01,33
1,8,2024-02-02,40
1,8,2024-02-03,77
1,8,2024-02-04,46
1,8,2024-02-05,72
1,8,2024-02-06,61
1,8,2024-02-07,76
1,8,2024-02-08,32
1,8,2024-02-09,41
1,8,2024-02-10,58
1,8,2024-02-11,61
1,8,2024-02-12,68
1,8,2024-02-13,69
1,8,2024-02-14,75
1,8,2024-02-15,31
1,8,2024-02-16,68
1,8,2024-02-17,20
1,8,2024-02-18,25
1,8,2024-02-19,76
1,8,2024-02-20,22
1,8,2024-02-21,20
1,8,2024-02-22,65
1,8,2024-02-23,20
1,8,2024-02-24,50
1,8,2024-02-25,21
1,8,2024-02-26,51
1,8,2024-02-27,72
1,8,2024-02-28,52
1,8,2024-02-29,53
1,8,2024-03-01,32
1,8,2024-03-02,17
1,8,2024-03-03,54
1,8,2024-03-04,43
1,8,2024-03-05,52
1,8,2024-03-06,24
1,8,2024-03-07,64
1,8,2024-03-08,19
1,8,2024-03-09,70
1,8,2024-03-10,79
1,8,2024-03-11,35
1,8,2024-03-12,69
1,8,2024-03-13,64
1,8,2024-03-14,48
1,8,2024-03-15,17
1,8,2024-03-16,25
1,8,2024-03-17,46
1,8,2024-03-18,56
1,8,2024-03-19,73
1,8,2024-03-20,25
1,8,2024-03-21,35
1,8,2024-03-22,59
1,8,2024-03-23,78
1,8,2024-03-24,31
1,8,2024-03-25,19
1,8,2024-03-26,38
1,8,2024-03-27,49
1,8,2024-03-28,71
1,8,2024-03-29,75
1,8,2024-03-30,53
1,8,2024-03-31,51
1,8,2024-04-01,31
1,9,2024-01-01,59
1,9,2024-01-02,63
1,9,2024-01-03,23
1,9,2024-01-04,59
1,9,2024-01-05,67
1,9,2024-01-06,34
1,9,2024-01-07,23
1,9,2024-01-08,79
1,9,2024-01-09,34
1,9,2024-01-10,63
1,9,2024-01-11,33
1,9,2024-01-12,60
1,9,2024-01-13,48
1,9,2024-01-14,45
1,9,2024-01-15,45
1,9,2024-01-16,25
1,9,2024-01-17,35
1,9,2024-01-18,68
1,9,2024-01-19,46
1,9,2024-01-20,43
1,9,2024-01-21,29
1,9,2024-01-22,54
1,9,2024-01-23,77
1,9,2024-01-24,61
1,9,2024-01-25,19
1,9,2024-01-26,52
1,9,2024-01-27,70
1,9,2024-01-28,71
1,9,2024-01-29,25
1,9,2024-01-30,28
1,9,2024-01-31,27
1,9,2024-02-01,62
1,9,2024-02-02,59
1,9,2024-02-03,44
1,9,2024-02-04,53
1,9,2024-02-05,24
1,9,2024-02-06,41
1,9,2024-02-07,72
1,9,2024-02-08,75
1,9,2024-02-09,67
1,9,2024-02-10,56
1,9,2024-02-11,36
1,9,2024-02-12,68
1,9,2024-02-13,46
1,9,2024-02-14,76
1,9,2024-02-15,64
1,9,2024-02-16,33
1,9,2024-02-17,69
1,9,2024-02-18,45
1,9,2024-02-19,72
1,9,2024-02-20,18
1,9,2024-02-21,72
1,9,2024-02-22,41
1,9,2024-02-23,74
1,9,2024-02-24,64
1,9,2024-02-25,33
1,9,2024-02-26,21
1,9,2024-02-27,68
1,9,2024-02-28,72
1,9,2024-02-29,18
1,9,2024-03-01,19
1,9,2024-03-02,38
1,9,2024-03-03,59
1,9,2024-03-04,50
1,9,2024-03-05,78
1,9,2024-03-06,28
1,9,2024-03-07,60
1,9,2024-03-08,68
1,9,2024-03-09,66
1,9,2024-03-10,33
1,9,2024-03-11,18
1,9,2024-03-12,73
1,9,2024-03-13,54
1,9,2024-03-14,45
1,9,2024-03-15,47
1,9,2024-03-16,77
1,9,2024-03-17,28
1,9,2024-03-18,54
1,9,2024-03-19,46
1,9,2024-03-20,51
1,9,2024-03-21,46
1,9,2024-03-22,36
1,9,2024-03-23,19
1,9,2024-03-24,22
1,9,2024-03-25,44
1,9,2024-03-26,52
1,9,2024-03-27,22
1,9,2024-03-28,62
1,9,2024-03-29,31
1,9,2024-03-30,20
1,9,2024-03-31,49
1,9,2024-04-01,47
1,10,2024-01-01,58
1,10,2024-01-02,34
1,10,2024-01-03,50
1,10,2024-01-04,46
1,10,2024-01-05,66
1,10,2024-01-06,75
1,10,2024-01-07,42
1,10,2024-01-08,60
1,10,2024-01-09,21
1,10,2024-01-10,68
1,10,2024-01-11,66
1,10,2024-01-12,26
1,10,2024-01-13,45
1,10,2024-01-14,70
1,10,2024-01-15,50
1,10,2024-01-16,47
1,10,2024-01-17,50
1,10,2024-01-18,63
1,10,2024-01-19,75
1,10,2024-01-20,25
1,10,2024-01-21,51
1,10,2024-01-22,51
1,10,2024-01-23,49
1,10,2024-01-24,45
1,10,2024-01-25,75
1,10,2024-01-26,77
1,10,2024-01-27,28
1,10,2024-01-28,62
1,10,2024-01-29,52
1,10,2024-01-30,54
1,10,2024-01-31,69
1,10,2024-02-01,30
1,10,2024-02-02,43
1,10,2024-02-03,79
1,10,2024-02-04,33
1,10,2024-02-05,46
1,10,2024-02-06,53
1,10,2024-02-07,53
1,10,2024-02-08,75
1,10,2024-02-09,57
1,10,2024-02-10,61
1,10,2024-02-11,40
1,10,2024-02-12,19
1,10,2024-02-13,22
1,10,2024-02-14,64
1,10,2024-02-15,61
1,10,2024-02-16,42
1,10,2024-02-17,74
1,10,2024-02-18,68
1,10,2024-02-19,67
1,10,2024-02-20,58
1,10,2024-02-21,26
1,10,2024-02-22,45
1,10,2024-02-23,76
1,10,2024-02-24,43
1,10,2024-02-25,30
1,10,2024-02-26,53
1,10,2024-02-27,29
1,10,2024-02-28,28
1,10,2024-02-29,45
1,10,2024-03-01,43
1,10,2024-03-02,44
1,10,2024-03-03,46
1,10,2024-03-04,47
1,10,2024-03-05,69
1,10,2024-03-06,61
1,10,2024-03-07,47
1,10,2024-03-08,19
1,10,2024-03-09,53
1,10,2024-03-10,58
1,10,2024-03-11,62
1,10,2024-03-12,30
1,10,2024-03-13,40
1,10,2024-03-14,59
1,10,2024-03-15,41
1,10,2024-03-16,20
1,10,2024-03-17,73
1,10,2024-03-18,44
1,10,2024-03-19,69
1,10,2024-03-20,35
1,10,2024-03-21,25
1,10,2024-03-22,27
1,10,2024-03-23,49
1,10,2024-03-24,73
1,10,2024-03-25,57
1,10,2024-03-26,50
1,10,2024-03-27,53
1,10,2024-03-28,72
1,10,2024-03-29,58
1,10,2024-03-30,50
1,10,2024-03-31,41
1,10,2024-04-01,20
2,1,2024-01-01,49
2,1,2024-01-02,38
2,1,2024-01-03,57
2,1,2024-01-04,57
2,1,2024-01-05,34
2,1,2024-01-06,71
2,1,2024-01-07,40
2,1,2024-01-08,56
2,1,2024-01-09,53
2,1,2024-01-10,25
2,1,2024-01-11,28
2,1,2024-01-12,40
2,1,2024-01-13,41
2,1,2024-01-14,59
2,1,2024-01-15,50
2,1,2024-01-16,47
2,1,2024-01-17,49
2,1,2024-01-18,24
2,1,2024-01-19,47
2,1,2024-01-20,39
2,1,2024-01-21,57
2,1,2024-01-22,73
2,1,2024-01-23,51
2,1,2024-01-24,44
2,1,2024-01-25,38
2,1,2024-01-26,20
2,1,2024-01-27,54
2,1,2024-01-28,73
2,1,2024-01-29,30
2,1,2024-01-30,78
2,1,2024-01-31,54
2,1,2024-02-01,42
2,1,2024-02-02,66
2,1,2024-02-03,54
2,1,2024-02-04,18
2,1,2024-02-05,40
2,1,2024-02-06,21
2,1,2024-02-07,79
2,1,2024-02-08,24
2,1,2024-02-09,78
2,1,2024-02-10,64
2,1,2024-02-11,80
2,1,2024-02-12,78
2,1,2024-02-13,37
2,1,2024-02-14,26
2,1,2024-02-15,67
2,1,2024-02-16,47
2,1,2024-02-17,25
2,1,2024-02-18,76
2,1,2024-02-19,76
2,1,2024-02-20,64
2,1,2024-02-21,41
2,1,2024-02-22,40
2,1,2024-02-23,47
2,1,2024-02-24,54
2,1,2024-02-25,56
2,1,2024-02-26,27
2,1,2024-02-27,52
2,1,2024-02-28,20
2,1,2024-02-29,71
2,1,2024-03-01,26
2,1,2024-03-02,54
2,1,2024-03-03,80
2,1,2024-03-04,68
2,1,2024-03-05,38
2,1,2024-03-06,74
2,1,2024-03-07,39
2,1,2024-03-08,36
2,1,2024-03-09,65
2,1,2024-03-10,23
2,1,2024-03-11,51
2,1,2024-03-12,50
2,1,2024-03-13,46
2,1,2024-03-14,24
2,1,2024-03-15,56
2,1,2024-03-16,22
2,1,2024-03-17,66
2,1,2024-03-18,35
2,1,2024-03-19,45
2,1,2024-03-20,42
2,1,2024-03-21,15
2,1,2024-03-22,12
2,1,2024-03-23,74
2,1,2024-03-24,48
2,1,2024-03-25,35
2,1,2024-03-26,67
2,1,2024-03-27,19
2,1,2024-03-28,13
2,1,2024-03-29,60
2,1,2024-03-30,53
2,1,2024-03-31,16
2,1,2024-04-01,36
2,2,2024-01-01,37
2,2,2024-01-02,58
2,2,2024-01-03,65
2,2,2024-01-04,59
2,2,2024-01-05,30
2,2,2024-01-06,53
2,2,2024-01-07,80
2,2,2024-01-08,48
2,2,2024-01-09,54
2,2,2024-01-10,72
2,2,2024-01-11,76
2,2,2024-01-12,51
2,2,2024-01-13,42
2,2,2024-01-14,60
2,2,2024-01-15,49
2,2,2024-01-16,22
2,2,2024-01-17,59
2,2,2024-01-18,33
2,2,2024-01-19,60
2,2,2024-01-20,18
2,2,2024-01-21,69
2,2,2024-01-22,28
2,2,2024-01-23,57
2,2,2024-01-24,32
2,2,2024-01-25,19
2,2,2024-01-26,27
2,2,2024-01-27,26
2,2,2024-01-28,66
2,2,2024-01-29,76
2,2,2024-01-30,27
2,2,2024-01-31,41
2,2,2024-02-01,59
2,2,2024-02-02,18
2,2,2024-02-03,24
2,2,2024-02-04,58
2,2,2024-02-05,52
2,2,2024-02-06,44
2,2,2024-02-07,72
2,2,2024-02-08,58
2,2,2024-02-09,22
2,2,2024-02-10,49
2,2,2024-02-11,37
2,2,2024-02-12,30
2,2,2024-02-13,55
2,2,2024-02-14,67
2,2,2024-02-15,20
2,2,2024-02-16,43
2,2,2024-02-17,61
2,2,2024-02-18,58
2,2,2024-02-19,53
2,2,2024-02-20,38
2,2,2024-02-21,29
2,2,2024-02-22,28
2,2,2024-02-23,25
2,2,2024-02-24,32
2,2,2024-02-25,73
2,2,2024-02-26,31
2,2,2024-02-27,42
2,2,2024-02-28,55
2,2,2024-02-29,31
